user_id,movie_id,rating,timestamp
10,205,5,2025-03-18 01:56:43.114370
10,651,5,2025-01-14 01:56:43.114370
10,421,2,2025-03-19 01:56:43.114370
10,551,1,2024-10-11 01:56:43.114370
10,976,1,2025-06-07 01:56:43.114370
10,720,1,2025-03-31 01:56:43.114370
10,57,2,2025-05-21 01:56:43.114370
10,988,5,2024-11-02 01:56:43.114370
10,445,5,2025-02-16 01:56:43.114370
10,733,5,2024-11-12 01:56:43.114370
10,314,2,2025-07-03 01:56:43.114370
10,845,3,2025-03-05 01:56:43.114370
10,155,4,2025-02-18 01:56:43.114370
10,685,1,2025-03-18 01:56:43.114370
10,70,4,2024-08-06 01:56:43.114370
10,292,1,2025-01-23 01:56:43.114370
10,124,2,2025-03-01 01:56:43.114370
10,411,5,2025-05-24 01:56:43.114370
10,476,3,2025-04-23 01:56:43.114370
10,317,3,2025-06-13 01:56:43.114370
10,852,1,2024-09-26 01:56:43.114370
10,260,3,2025-07-03 01:56:43.114370
10,352,2,2024-09-22 01:56:43.114370
10,540,5,2025-01-18 01:56:43.114370
10,795,1,2024-12-15 01:56:43.114370
10,594,2,2025-07-22 01:56:43.114370
10,707,3,2025-02-01 01:56:43.114370
10,448,1,2025-05-25 01:56:43.114370
10,545,2,2024-10-30 01:56:43.114370
11,497,4,2025-01-16 01:56:43.114370
11,910,1,2025-05-29 01:56:43.114370
11,406,3,2025-07-10 01:56:43.114370
11,672,1,2024-11-13 01:56:43.114370
11,936,3,2024-10-02 01:56:43.114370
11,975,5,2025-03-28 01:56:43.114370
11,39,4,2024-09-26 01:56:43.114370
11,897,4,2025-04-01 01:56:43.114370
11,983,3,2024-08-03 01:56:43.114370
11,916,3,2024-12-29 01:56:43.114370
11,277,1,2024-10-25 01:56:43.114370
11,800,2,2025-07-08 01:56:43.114370
11,815,2,2025-05-15 01:56:43.114370
11,236,5,2025-04-29 01:56:43.114370
11,280,2,2024-11-02 01:56:43.114370
11,11,5,2024-09-27 01:56:43.114370
11,3,5,2025-07-03 01:56:43.114370
11,204,2,2025-05-07 01:56:43.114370
11,75,5,2024-12-15 01:56:43.114370
11,517,4,2025-03-21 01:56:43.114370
11,552,2,2025-05-15 01:56:43.114370
11,243,1,2024-11-10 01:56:43.114370
11,157,5,2025-03-11 01:56:43.114370
11,496,5,2024-10-10 01:56:43.114370
11,251,3,2025-07-19 01:56:43.114370
12,200,5,2025-03-31 01:56:43.114370
12,539,3,2024-11-20 01:56:43.114370
12,92,5,2025-04-06 01:56:43.114370
12,628,2,2024-11-03 01:56:43.114370
12,993,1,2025-02-14 01:56:43.114370
12,711,3,2024-12-21 01:56:43.114370
12,553,1,2025-02-11 01:56:43.114370
12,114,3,2025-04-10 01:56:43.114370
12,332,4,2025-05-11 01:56:43.114370
12,921,4,2024-08-29 01:56:43.114370
12,751,3,2025-04-08 01:56:43.114370
12,846,2,2025-05-03 01:56:43.114370
12,88,3,2024-08-21 01:56:43.115370
12,188,3,2025-03-16 01:56:43.115370
12,614,5,2025-05-10 01:56:43.115370
12,802,4,2025-02-07 01:56:43.115370
12,881,2,2025-03-18 01:56:43.115370
12,25,3,2024-11-15 01:56:43.115370
12,26,1,2025-06-15 01:56:43.115370
12,172,5,2025-04-12 01:56:43.115370
12,102,1,2025-06-01 01:56:43.115370
12,124,3,2025-01-09 01:56:43.115370
12,755,3,2025-01-03 01:56:43.115370
12,801,5,2024-10-10 01:56:43.115370
12,707,1,2025-07-15 01:56:43.115370
12,56,1,2025-03-23 01:56:43.115370
12,144,1,2024-10-27 01:56:43.115370
12,274,4,2025-07-31 01:56:43.115370
12,43,3,2025-02-06 01:56:43.115370
12,79,2,2025-05-28 01:56:43.115370
12,35,3,2024-11-20 01:56:43.115370
12,664,4,2025-04-08 01:56:43.115370
12,729,4,2025-01-23 01:56:43.115370
12,290,1,2025-05-08 01:56:43.115370
12,371,2,2024-09-23 01:56:43.115370
12,547,1,2024-09-20 01:56:43.115370
12,584,3,2025-07-12 01:56:43.115370
12,739,2,2024-10-30 01:56:43.115370
12,480,1,2025-05-09 01:56:43.115370
12,710,2,2025-04-30 01:56:43.115370
12,122,5,2025-02-26 01:56:43.115370
13,635,4,2024-08-25 01:56:43.115370
13,842,4,2024-12-23 01:56:43.115370
13,513,4,2024-12-11 01:56:43.115370
13,141,2,2025-02-03 01:56:43.115370
13,945,5,2025-03-26 01:56:43.115370
13,510,1,2025-05-14 01:56:43.115370
13,771,1,2024-11-18 01:56:43.115370
13,772,5,2024-08-31 01:56:43.115370
13,615,2,2025-01-03 01:56:43.115370
13,307,4,2024-08-15 01:56:43.115370
13,532,4,2024-10-06 01:56:43.115370
13,840,2,2024-12-24 01:56:43.115370
13,487,1,2024-08-13 01:56:43.115370
13,674,2,2024-10-28 01:56:43.115370
13,370,3,2024-09-13 01:56:43.115370
13,800,4,2024-12-11 01:56:43.115370
13,316,2,2025-05-28 01:56:43.115370
13,197,1,2024-11-11 01:56:43.115370
13,189,3,2024-11-17 01:56:43.115370
13,870,3,2024-08-08 01:56:43.115370
13,289,2,2024-11-19 01:56:43.115370
13,279,3,2024-12-01 01:56:43.115370
13,493,4,2024-09-14 01:56:43.115370
13,647,5,2024-12-23 01:56:43.115370
13,64,1,2025-03-21 01:56:43.115370
13,204,1,2024-10-14 01:56:43.115370
13,734,5,2025-05-24 01:56:43.115370
13,662,1,2025-06-04 01:56:43.115370
13,900,3,2025-02-20 01:56:43.115370
13,876,2,2025-07-25 01:56:43.115370
13,586,1,2025-01-10 01:56:43.115370
13,889,1,2024-10-25 01:56:43.115370
13,311,5,2025-03-18 01:56:43.115370
13,630,2,2025-06-26 01:56:43.115370
13,291,5,2024-08-09 01:56:43.115370
13,282,3,2025-03-23 01:56:43.115370
13,301,1,2025-06-18 01:56:43.115370
13,348,3,2025-04-29 01:56:43.115370
13,967,1,2024-09-11 01:56:43.115370
13,16,4,2025-01-08 01:56:43.115370
13,604,3,2025-01-30 01:56:43.115370
13,425,5,2025-04-05 01:56:43.115370
14,514,2,2025-06-19 01:56:43.115370
14,734,5,2025-02-20 01:56:43.115370
14,783,1,2025-05-25 01:56:43.115370
14,777,5,2024-08-22 01:56:43.115370
14,917,1,2025-05-10 01:56:43.115370
14,137,1,2024-08-24 01:56:43.115370
14,529,3,2024-11-11 01:56:43.115370
14,252,4,2024-12-09 01:56:43.115370
14,741,1,2025-01-29 01:56:43.115370
14,908,2,2024-10-04 01:56:43.115370
14,250,3,2024-11-20 01:56:43.115370
14,791,2,2025-04-27 01:56:43.115370
14,957,4,2024-09-05 01:56:43.115370
14,477,1,2024-10-04 01:56:43.115370
14,863,5,2024-08-21 01:56:43.115370
14,54,4,2025-04-10 01:56:43.115370
14,599,2,2024-09-29 01:56:43.115370
14,217,5,2024-08-24 01:56:43.115370
15,971,2,2025-07-24 01:56:43.115370
15,2,1,2025-05-15 01:56:43.115370
15,320,4,2024-11-11 01:56:43.115370
15,377,3,2024-10-07 01:56:43.115370
15,938,4,2025-03-11 01:56:43.115370
15,969,4,2024-12-06 01:56:43.115370
15,112,2,2025-04-07 01:56:43.115370
15,639,4,2025-06-01 01:56:43.115370
15,751,1,2024-12-29 01:56:43.115370
15,629,3,2025-01-28 01:56:43.115370
15,306,2,2024-11-30 01:56:43.115370
15,407,3,2024-08-14 01:56:43.115370
15,680,3,2025-07-17 01:56:43.115370
15,522,4,2025-05-01 01:56:43.115370
15,963,2,2024-12-08 01:56:43.115370
15,766,4,2024-10-18 01:56:43.115370
15,991,5,2024-10-02 01:56:43.115370
15,870,1,2025-02-17 01:56:43.115370
15,37,1,2025-03-18 01:56:43.115370
15,551,3,2024-10-19 01:56:43.115370
15,269,3,2025-05-27 01:56:43.115370
15,40,1,2025-07-05 01:56:43.115370
15,707,4,2025-05-05 01:56:43.115370
15,596,2,2025-01-23 01:56:43.115370
15,331,3,2024-12-26 01:56:43.115370
15,183,5,2025-04-11 01:56:43.115370
15,740,4,2024-09-13 01:56:43.115370
15,341,5,2024-12-10 01:56:43.115370
15,868,1,2024-10-02 01:56:43.115370
15,220,1,2025-06-29 01:56:43.115370
15,166,5,2024-12-07 01:56:43.115370
15,162,3,2024-09-20 01:56:43.115370
15,391,1,2025-01-27 01:56:43.115370
15,302,4,2025-02-28 01:56:43.115370
15,12,1,2024-09-24 01:56:43.115370
15,671,4,2024-12-03 01:56:43.115370
15,894,5,2024-09-10 01:56:43.115370
15,83,2,2024-09-15 01:56:43.115370
15,443,4,2025-06-20 01:56:43.115370
15,247,1,2025-05-09 01:56:43.115370
15,553,5,2024-11-12 01:56:43.115370
15,896,3,2024-08-08 01:56:43.115370
15,147,5,2025-05-07 01:56:43.115370
15,667,1,2025-02-13 01:56:43.115370
15,351,4,2025-01-24 01:56:43.115370
15,738,2,2024-09-10 01:56:43.115370
15,192,2,2025-04-11 01:56:43.115370
16,958,3,2024-08-18 01:56:43.115370
16,157,4,2024-12-30 01:56:43.115370
16,443,2,2025-04-05 01:56:43.115370
16,938,4,2024-08-13 01:56:43.115370
16,711,1,2024-11-20 01:56:43.115370
16,743,4,2025-05-13 01:56:43.115370
16,114,5,2025-01-13 01:56:43.115370
16,761,1,2024-08-31 01:56:43.115370
16,546,2,2025-04-22 01:56:43.115370
16,802,5,2024-10-24 01:56:43.115370
16,42,2,2024-12-12 01:56:43.115370
16,854,2,2024-09-05 01:56:43.115370
16,67,1,2025-05-11 01:56:43.115370
16,260,2,2025-01-24 01:56:43.115370
16,599,1,2025-02-11 01:56:43.115370
16,695,3,2025-03-10 01:56:43.115370
16,789,2,2025-05-26 01:56:43.115370
16,992,1,2025-01-17 01:56:43.115370
16,515,5,2025-03-16 01:56:43.115370
16,669,4,2024-09-21 01:56:43.115370
16,501,1,2025-03-03 01:56:43.115370
16,697,4,2025-02-28 01:56:43.115370
16,78,1,2024-08-05 01:56:43.115370
16,310,1,2024-11-11 01:56:43.115370
16,937,1,2025-06-01 01:56:43.115370
16,683,2,2024-10-30 01:56:43.115370
16,173,1,2024-09-07 01:56:43.115370
16,270,1,2024-10-08 01:56:43.115370
16,897,4,2025-01-25 01:56:43.115370
16,82,3,2025-06-29 01:56:43.115370
16,883,3,2024-12-30 01:56:43.115370
16,828,3,2024-12-22 01:56:43.115370
16,87,3,2024-08-18 01:56:43.115370
16,785,5,2025-05-30 01:56:43.115370
16,175,1,2025-02-01 01:56:43.115370
16,88,5,2025-02-16 01:56:43.115370
16,289,4,2025-03-14 01:56:43.115370
16,615,3,2024-12-11 01:56:43.115370
16,652,1,2025-02-20 01:56:43.115370
16,614,2,2025-06-16 01:56:43.115370
16,536,1,2025-05-02 01:56:43.115370
16,876,4,2024-08-21 01:56:43.115370
16,505,5,2024-09-23 01:56:43.115370
16,75,2,2024-09-29 01:56:43.115370
16,874,4,2025-05-05 01:56:43.115370
16,650,5,2025-02-13 01:56:43.115370
16,452,2,2025-07-01 01:56:43.115370
16,801,4,2025-01-12 01:56:43.115370
17,692,2,2025-02-06 01:56:43.115370
17,397,5,2025-03-29 01:56:43.115370
17,411,5,2025-01-13 01:56:43.115370
17,283,1,2024-08-04 01:56:43.115370
17,598,2,2025-06-05 01:56:43.115370
17,797,1,2025-05-23 01:56:43.115370
17,981,5,2024-11-17 01:56:43.115370
17,347,3,2024-08-18 01:56:43.115370
17,494,5,2024-09-02 01:56:43.115370
17,810,1,2025-05-02 01:56:43.115370
17,309,4,2025-04-26 01:56:43.115370
17,775,1,2025-04-27 01:56:43.115370
17,807,2,2024-08-24 01:56:43.115370
17,269,4,2025-02-03 01:56:43.115370
17,441,3,2024-12-19 01:56:43.115370
17,179,5,2025-06-16 01:56:43.115370
17,140,5,2025-03-13 01:56:43.115370
17,116,1,2024-12-09 01:56:43.115370
17,391,1,2025-07-24 01:56:43.115370
17,419,2,2025-04-15 01:56:43.115370
17,73,5,2025-02-07 01:56:43.115370
17,589,1,2024-12-21 01:56:43.115370
17,63,1,2025-03-18 01:56:43.115370
17,300,1,2024-12-03 01:56:43.115370
18,748,2,2024-12-11 01:56:43.115370
18,597,5,2025-05-26 01:56:43.115370
18,730,2,2024-12-05 01:56:43.115370
18,197,1,2024-09-11 01:56:43.115370
18,668,1,2024-09-10 01:56:43.115370
18,803,2,2025-05-20 01:56:43.115370
18,35,4,2025-03-28 01:56:43.115370
18,833,3,2025-06-09 01:56:43.115370
18,174,3,2025-01-11 01:56:43.115370
18,59,2,2025-02-11 01:56:43.115370
18,339,5,2025-02-17 01:56:43.115370
18,45,2,2024-10-12 01:56:43.115370
18,122,4,2025-07-18 01:56:43.115370
18,534,1,2024-12-19 01:56:43.115370
19,907,1,2025-03-20 01:56:43.115370
19,223,2,2025-01-20 01:56:43.115370
19,113,4,2025-01-23 01:56:43.115370
19,307,2,2024-08-03 01:56:43.115370
19,640,1,2025-03-08 01:56:43.115370
19,793,4,2025-06-13 01:56:43.115370
19,592,2,2024-08-20 01:56:43.115370
19,64,4,2025-01-15 01:56:43.115370
19,781,4,2025-07-23 01:56:43.115370
19,55,1,2025-04-28 01:56:43.115370
19,203,5,2024-10-07 01:56:43.115370
19,111,5,2025-07-25 01:56:43.115370
19,287,5,2025-01-21 01:56:43.115370
19,114,3,2024-11-23 01:56:43.115370
19,883,4,2025-01-30 01:56:43.115370
19,474,3,2025-07-16 01:56:43.115370
19,71,2,2025-08-01 01:56:43.115370
19,975,3,2025-01-31 01:56:43.115370
19,848,2,2025-07-31 01:56:43.115370
19,825,3,2024-08-15 01:56:43.115370
19,282,1,2024-09-22 01:56:43.115370
19,999,5,2025-07-12 01:56:43.115370
19,305,1,2024-08-24 01:56:43.115370
19,913,3,2025-06-01 01:56:43.115370
19,1,4,2024-09-08 01:56:43.115370
19,94,4,2024-10-24 01:56:43.115370
19,937,4,2024-12-27 01:56:43.115370
19,599,1,2024-10-01 01:56:43.115370
19,826,1,2024-10-11 01:56:43.115370
19,416,5,2024-09-13 01:56:43.115370
19,459,3,2025-01-11 01:56:43.115370
20,694,4,2025-03-17 01:56:43.115370
20,157,2,2024-12-08 01:56:43.115370
20,890,4,2025-05-02 01:56:43.115370
20,119,3,2024-12-22 01:56:43.115370
20,190,3,2025-06-09 01:56:43.115370
20,722,1,2024-10-23 01:56:43.115370
20,861,1,2024-12-17 01:56:43.115370
20,617,1,2025-02-06 01:56:43.115370
20,361,4,2024-12-03 01:56:43.115370
20,549,3,2024-11-22 01:56:43.115370
20,840,3,2024-12-03 01:56:43.115370
20,436,1,2025-05-06 01:56:43.115370
21,645,5,2025-06-04 01:56:43.115370
21,244,3,2025-01-17 01:56:43.115370
21,792,3,2024-11-26 01:56:43.115370
21,984,5,2025-03-07 01:56:43.115370
21,439,5,2024-09-10 01:56:43.115370
21,160,2,2024-10-10 01:56:43.115370
21,872,1,2025-05-10 01:56:43.115370
21,847,4,2025-01-20 01:56:43.115370
21,157,5,2024-08-23 01:56:43.115370
21,81,3,2024-11-07 01:56:43.115370
21,570,1,2025-03-28 01:56:43.115370
21,123,1,2025-02-18 01:56:43.115370
21,678,1,2025-06-15 01:56:43.115370
21,104,1,2024-10-23 01:56:43.115370
21,682,3,2024-10-05 01:56:43.115370
21,340,5,2024-11-25 01:56:43.115370
21,836,3,2024-08-05 01:56:43.115370
21,607,5,2025-02-19 01:56:43.115370
21,259,2,2025-06-27 01:56:43.115370
21,644,1,2024-09-01 01:56:43.115370
21,71,4,2024-12-18 01:56:43.115370
21,618,3,2025-06-19 01:56:43.115370
21,637,1,2025-06-30 01:56:43.115370
21,90,5,2024-10-18 01:56:43.115370
21,383,3,2024-11-16 01:56:43.115370
21,36,5,2025-05-23 01:56:43.115370
21,562,1,2025-01-28 01:56:43.115370
21,230,1,2024-12-23 01:56:43.115370
21,324,1,2025-01-19 01:56:43.115370
21,953,5,2024-08-26 01:56:43.115370
21,748,4,2025-03-24 01:56:43.115370
21,980,5,2025-04-10 01:56:43.115370
21,171,2,2024-10-14 01:56:43.115370
21,215,5,2024-08-09 01:56:43.115370
21,522,5,2024-12-27 01:56:43.115370
21,852,1,2024-10-10 01:56:43.115370
21,121,1,2025-01-26 01:56:43.115370
21,854,1,2024-10-30 01:56:43.115370
21,614,4,2025-01-12 01:56:43.115370
21,655,4,2024-08-17 01:56:43.115370
22,103,4,2024-08-21 01:56:43.115370
22,137,4,2025-02-28 01:56:43.115370
22,735,5,2024-12-08 01:56:43.115370
22,354,1,2025-07-09 01:56:43.115370
22,241,1,2025-01-21 01:56:43.115370
22,62,5,2024-08-30 01:56:43.115370
22,467,3,2024-12-11 01:56:43.115370
22,107,2,2024-12-03 01:56:43.115370
22,12,1,2025-04-11 01:56:43.115370
22,866,4,2025-01-20 01:56:43.115370
22,174,5,2025-03-09 01:56:43.115370
22,92,3,2024-09-17 01:56:43.115370
22,854,5,2025-07-26 01:56:43.115370
22,452,3,2025-04-24 01:56:43.115370
22,308,3,2025-04-07 01:56:43.115370
22,37,3,2025-04-26 01:56:43.115370
22,401,1,2025-01-10 01:56:43.115370
22,219,3,2024-11-16 01:56:43.115370
22,887,2,2025-03-21 01:56:43.115370
22,26,5,2025-04-27 01:56:43.115370
22,673,1,2024-08-26 01:56:43.115370
22,406,2,2024-08-27 01:56:43.115370
22,149,4,2025-01-06 01:56:43.115370
22,772,1,2025-04-07 01:56:43.115370
22,87,5,2025-06-18 01:56:43.115370
22,48,1,2025-06-02 01:56:43.115370
22,521,2,2025-01-20 01:56:43.115370
22,658,3,2024-12-10 01:56:43.115370
22,18,2,2025-03-14 01:56:43.115370
22,874,4,2025-07-29 01:56:43.115370
23,13,1,2024-10-16 01:56:43.115370
23,175,1,2024-11-22 01:56:43.115370
23,700,4,2025-06-22 01:56:43.115370
23,337,2,2024-12-28 01:56:43.115370
23,500,4,2025-05-17 01:56:43.115370
23,856,1,2024-10-25 01:56:43.115370
23,130,5,2024-11-20 01:56:43.115370
23,719,5,2024-12-22 01:56:43.115370
23,982,5,2025-03-17 01:56:43.115370
23,234,1,2025-02-09 01:56:43.115370
23,744,5,2025-01-24 01:56:43.115370
23,408,3,2025-04-20 01:56:43.115370
23,478,1,2024-09-19 01:56:43.115370
23,740,4,2024-09-09 01:56:43.115370
23,656,2,2025-02-05 01:56:43.115370
23,889,1,2025-07-10 01:56:43.115370
23,105,2,2025-01-29 01:56:43.115370
23,771,3,2024-08-27 01:56:43.115370
23,5,5,2025-03-28 01:56:43.115370
23,872,5,2024-09-28 01:56:43.115370
23,514,1,2024-12-17 01:56:43.115370
23,894,5,2025-06-13 01:56:43.115370
23,817,3,2024-08-09 01:56:43.115370
23,809,2,2025-05-24 01:56:43.115370
23,756,1,2025-02-02 01:56:43.115370
23,846,4,2024-12-20 01:56:43.115370
23,523,5,2025-06-08 01:56:43.115370
23,521,1,2024-08-20 01:56:43.115370
23,327,5,2024-11-10 01:56:43.115370
23,211,5,2025-01-07 01:56:43.115370
23,529,4,2025-06-30 01:56:43.115370
23,853,3,2025-04-23 01:56:43.115370
24,664,5,2024-12-21 01:56:43.115370
24,152,2,2025-05-14 01:56:43.115370
24,175,2,2025-02-12 01:56:43.115370
24,417,5,2025-07-02 01:56:43.115370
24,505,4,2024-08-20 01:56:43.115370
24,569,3,2025-01-19 01:56:43.115370
24,701,1,2024-09-06 01:56:43.115370
24,506,4,2024-12-03 01:56:43.115370
24,145,1,2024-09-28 01:56:43.115370
24,581,5,2025-01-16 01:56:43.115370
24,799,1,2025-02-23 01:56:43.115370
24,373,5,2024-10-07 01:56:43.115370
24,409,4,2024-10-21 01:56:43.115370
24,37,1,2025-03-13 01:56:43.115370
24,119,3,2025-07-24 01:56:43.115370
24,70,4,2024-09-26 01:56:43.115370
24,73,5,2025-06-10 01:56:43.115370
24,819,2,2025-02-10 01:56:43.115370
24,548,1,2024-12-09 01:56:43.115370
24,256,3,2024-10-18 01:56:43.115370
24,339,4,2025-03-17 01:56:43.115370
24,238,1,2025-05-30 01:56:43.115370
24,962,3,2025-03-25 01:56:43.115370
24,786,5,2024-08-10 01:56:43.115370
